timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
50574,0.0107421875,0.013671875,1.0576171875,0.12213740458015267,-0.4580152671755725,-0.1984732824427481
50597,-0.0234375,0.0029296875,1.0986328125,0.015267175572519083,0.15267175572519084,-0.1984732824427481
50620,0.0048828125,-0.00390625,1.0751953125,-0.5801526717557252,0.030534351145038167,0.5190839694656488
50643,0.0234375,-0.0107421875,1.087890625,0.3511450381679389,-0.6564885496183206,-0.22900763358778625
50667,0.0126953125,0.01171875,1.1005859375,-0.2900763358778626,0.12213740458015267,-0.2748091603053435
50690,0.029296875,0.015625,1.08984375,-0.13740458015267176,0.061068702290076333,-0.3816793893129771
50713,0.0205078125,-0.0068359375,1.0888671875,0.5343511450381679,-0.1984732824427481,0.1984732824427481
50736,-0.0009765625,0.00390625,1.091796875,-0.3511450381679389,-0.0916030534351145,0.183206106870229
50759,-0.001953125,-0.0439453125,1.0986328125,-0.5648854961832062,-0.22900763358778625,-0.061068702290076333
50782,0.0048828125,0.0087890625,1.1083984375,0.7786259541984732,0.366412213740458,-0.12213740458015267
50805,-0.00390625,0.0029296875,1.1064453125,-0.183206106870229,0.015267175572519083,-0.15267175572519084
50828,0.001953125,0.0029296875,1.1103515625,0.0,0.2900763358778626,0.3511450381679389
50851,-0.0078125,-0.0087890625,1.060546875,-0.015267175572519083,-0.5801526717557252,-0.04580152671755725
50875,0.0126953125,-0.005859375,1.072265625,-0.183206106870229,0.7633587786259542,-0.6259541984732825
50898,-0.021484375,0.0322265625,1.0966796875,-0.22900763358778625,0.2748091603053435,-0.22900763358778625
50921,-0.009765625,-0.01953125,1.1044921875,0.2900763358778626,-1.3129770992366412,0.0
50944,0.02734375,0.0029296875,1.0771484375,-0.15267175572519084,0.8702290076335878,-0.5190839694656488
50967,0.0302734375,0.017578125,1.0947265625,0.10687022900763359,-0.2900763358778626,-0.8244274809160306
50990,-0.0400390625,-0.017578125,1.076171875,0.3511450381679389,-0.44274809160305345,-0.07633587786259542
51013,0.0029296875,-0.0107421875,1.1142578125,0.1984732824427481,-0.22900763358778625,-0.061068702290076333
51036,0.015625,-0.00390625,1.0546875,-0.5648854961832062,2.045801526717557,-0.8091603053435115
51060,0.0087890625,-0.001953125,1.0810546875,0.6412213740458015,-0.0916030534351145,0.32061068702290074
51083,-0.0146484375,0.001953125,1.1279296875,0.4122137404580153,-0.9312977099236641,0.8091603053435115
51106,0.009765625,0.029296875,1.05078125,0.7022900763358778,-0.061068702290076333,-0.5648854961832062
51129,-0.0087890625,-0.0146484375,1.103515625,0.3816793893129771,-0.15267175572519084,0.12213740458015267
51152,0.0087890625,-0.017578125,1.0947265625,-1.0229007633587786,-0.21374045801526717,0.12213740458015267
51176,-0.00390625,-0.0234375,1.083984375,0.5343511450381679,0.8854961832061069,-0.366412213740458
51199,0.0048828125,-0.0068359375,1.08984375,-1.0076335877862594,-0.4122137404580153,-0.22900763358778625
51222,0.0068359375,0.01953125,1.0654296875,0.5801526717557252,0.24427480916030533,0.030534351145038167
51245,-0.0048828125,0.0087890625,1.09375,-0.7938931297709924,0.5190839694656488,-0.030534351145038167
51269,0.0009765625,0.0048828125,1.1005859375,0.9312977099236641,-0.8702290076335878,-0.3969465648854962
51292,-0.0048828125,0.009765625,1.099609375,0.6564885496183206,0.32061068702290074,0.2595419847328244
51315,-0.01171875,0.0234375,1.0908203125,-0.015267175572519083,-0.10687022900763359,0.2900763358778626
51338,-0.001953125,0.0263671875,1.080078125,0.2595419847328244,-0.22900763358778625,-0.24427480916030533
51361,-0.0126953125,-0.0126953125,1.0703125,-0.13740458015267176,0.0916030534351145,-1.1450381679389312
51384,0.0087890625,-0.0078125,1.0986328125,-1.1908396946564885,0.6717557251908397,-0.0916030534351145
51407,0.0146484375,0.0107421875,1.0966796875,0.5038167938931297,-0.2595419847328244,-0.6106870229007634
51430,0.0009765625,-0.0009765625,1.0849609375,-0.7175572519083969,-0.7022900763358778,-0.5343511450381679
51454,0.021484375,-0.015625,1.0537109375,0.6717557251908397,0.3511450381679389,0.10687022900763359
51477,0.0146484375,0.0107421875,1.1064453125,-0.33587786259541985,0.1984732824427481,-0.33587786259541985
51500,0.0068359375,0.015625,1.068359375,-0.4580152671755725,-0.5038167938931297,0.2748091603053435
51523,0.01171875,0.0,1.0673828125,0.5343511450381679,-0.015267175572519083,-0.13740458015267176
51546,0.0009765625,-0.0009765625,1.1123046875,0.3053435114503817,-0.10687022900763359,0.2748091603053435
51569,-0.0224609375,-0.0234375,1.091796875,-0.1984732824427481,-0.5648854961832062,0.24427480916030533
51593,0.0126953125,0.013671875,1.0751953125,0.15267175572519084,0.3053435114503817,-0.15267175572519084
51616,-0.017578125,-0.0087890625,1.1103515625,0.15267175572519084,0.5343511450381679,-0.1984732824427481
51639,0.0126953125,-0.0185546875,1.0927734375,0.33587786259541985,-0.030534351145038167,-0.183206106870229
51662,-0.0029296875,-0.001953125,1.078125,-0.8091603053435115,0.9312977099236641,-0.4122137404580153
51685,0.0048828125,0.0009765625,1.0576171875,0.04580152671755725,-0.6717557251908397,0.2748091603053435
51708,0.064453125,0.13671875,1.07421875,3.2519083969465647,6.229007633587786,0.8854961832061069
51731,-0.107421875,0.017578125,1.3349609375,-0.33587786259541985,-1.5877862595419847,7.374045801526718
51754,0.1298828125,0.052734375,0.7548828125,-5.114503816793893,-1.7404580152671756,4.3816793893129775
51777,-0.1025390625,-0.14453125,1.212890625,16.53435114503817,1.1908396946564885,-1.1145038167938932
51801,1.671875,2.298828125,3.7841796875,-136.8091603053435,-30.99236641221374,15.251908396946565
51823,-1.1669921875,1.26171875,6.0048828125,-218.45801526717557,-156.7175572519084,-66.0
51846,0.095703125,0.5849609375,-1.984375,-36.83969465648855,163.7709923664122,212.44274809160305
51869,-0.021484375,0.802734375,3.46875,-195.81679389312978,78.93129770992367,237.1145038167939
51893,-1.6328125,-0.9150390625,0.451171875,-54.47328244274809,301.64885496183206,283.37404580152673
51916,-0.0732421875,-0.48046875,0.6513671875,-362.8396946564886,330.03053435114504,455.4503816793893
51939,-1.7353515625,-1.54296875,3.5908203125,-108.91603053435115,500.25954198473283,500.25954198473283
51962,-2.453125,-4.3779296875,3.7646484375,-8.870229007633588,327.3893129770992,267.4351145038168
51986,-2.7421875,-5.0673828125,4.771484375,-6.076335877862595,99.00763358778626,-68.80916030534351
52009,-3.232421875,-1.810546875,4.474609375,-222.19847328244273,-192.10687022900763,-297.3435114503817
52032,-2.97265625,-0.349609375,5.2529296875,96.73282442748092,-264.3206106870229,-310.9770992366412
52055,-3.2890625,0.03125,4.146484375,183.57251908396947,-385.23664122137404,-168.33587786259542
52078,-2.4716796875,-0.1123046875,3.72265625,52.54961832061068,-353.09923664122135,47.52671755725191
52102,-3.505859375,-2.2333984375,6.07421875,93.77099236641222,-353.55725190839695,134.70229007633588
52125,-4.0947265625,-3.4541015625,6.44921875,80.3969465648855,-500.2748091603053,-125.81679389312977
52148,-4.8994140625,-0.7705078125,2.67578125,262.53435114503816,-500.2748091603053,-274.9465648854962
52171,-3.4658203125,0.123046875,0.7490234375,148.19847328244273,-500.2748091603053,-178.6412213740458
52194,-2.87890625,-0.2763671875,-0.2646484375,130.5648854961832,-500.2748091603053,-82.65648854961832
52217,-2.6455078125,-0.86328125,-1.669921875,184.03053435114504,-500.2748091603053,-136.9770992366412
52240,-2.3564453125,-0.2119140625,-3.8935546875,269.3893129770992,-500.2748091603053,-169.75572519083968
52264,-2.390625,0.51171875,-4.3837890625,220.85496183206106,-500.2748091603053,-110.53435114503817
52287,-1.67578125,-0.5458984375,-7.5107421875,500.25954198473283,-500.2748091603053,-44.458015267175576
52310,-1.9697265625,-0.26953125,-8.0,467.3435114503817,-500.2748091603053,58.900763358778626
52333,-1.9658203125,-1.8134765625,-8.0,500.25954198473283,-383.74045801526717,106.29007633587786
52356,-0.099609375,-1.583984375,-8.0,500.25954198473283,173.6030534351145,15.083969465648854
52379,-1.4404296875,-0.091796875,-8.0,500.25954198473283,457.2519083969466,40.48854961832061
52403,-1.8779296875,-2.6318359375,-7.2138671875,219.08396946564886,500.25954198473283,91.1145038167939
52426,-1.294921875,-4.134765625,-6.4892578125,-391.3435114503817,500.25954198473283,3.3282442748091605
52449,-1.3974609375,-6.154296875,-4.9619140625,71.57251908396947,500.25954198473283,-350.793893129771
52473,-2.2578125,-2.8359375,-3.357421875,294.76335877862596,500.25954198473283,-500.2748091603053
52496,-3.05078125,-0.181640625,-1.943359375,153.86259541984734,500.25954198473283,-500.2748091603053
52519,-1.828125,0.759765625,-0.666015625,133.00763358778627,500.25954198473283,-500.2748091603053
52542,-3.7216796875,1.251953125,0.9697265625,19.801526717557252,500.25954198473283,-500.2748091603053
52565,-6.6123046875,3.4833984375,4.703125,-322.381679389313,500.25954198473283,-500.2748091603053
52589,-5.3759765625,7.259765625,7.4970703125,-111.25190839694656,495.89312977099235,-500.2748091603053
52612,-3.37109375,6.9892578125,6.7353515625,-294.6412213740458,246.6259541984733,-397.87786259541986
52635,-4.4267578125,6.81640625,7.999755859375,-500.2748091603053,234.3206106870229,-429.17557251908397
52658,-4.9697265625,6.259765625,7.999755859375,-299.41984732824426,-49.05343511450382,-283.0687022900763
52681,-4.240234375,5.7197265625,5.9951171875,-160.76335877862596,-206.77862595419847,-89.93893129770993
52705,-4.2705078125,6.146484375,6.3720703125,-77.74045801526718,-30.519083969465647,-52.778625954198475
52728,-5.376953125,6.80078125,7.999755859375,63.37404580152672,-106.6412213740458,171.80152671755727
52751,-5.6083984375,4.6640625,7.999755859375,216.65648854961833,-363.3435114503817,500.25954198473283
52774,-5.38671875,1.6357421875,6.9423828125,238.91603053435114,-500.2748091603053,500.25954198473283
52797,-5.6708984375,-0.04296875,6.16796875,195.25190839694656,-500.2748091603053,500.25954198473283
52821,-6.17578125,-0.8427734375,4.109375,263.5267175572519,-500.2748091603053,500.25954198473283
52844,-5.9814453125,-2.1552734375,0.287109375,446.1374045801527,-500.2748091603053,500.25954198473283
52867,-6.0556640625,-2.9677734375,-2.359375,500.25954198473283,-500.2748091603053,500.25954198473283
52890,-5.6318359375,-4.5615234375,-3.646484375,500.25954198473283,-500.2748091603053,500.25954198473283
52913,-5.1064453125,-5.5791015625,-5.037109375,397.9083969465649,-500.2748091603053,500.25954198473283
52937,-3.49609375,-6.2216796875,-7.1376953125,145.6946564885496,-500.2748091603053,407.8167938931298
52960,-1.4638671875,-6.6845703125,-8.0,-93.08396946564885,-500.2748091603053,26.061068702290076
52983,-1.205078125,-4.419921875,-7.4189453125,-97.16030534351145,-50.38167938931298,-330.77862595419845
53006,-1.763671875,-2.73828125,-5.564453125,-143.32824427480915,186.7175572519084,-417.7251908396947
53029,-1.2802734375,-0.880859375,-4.5,-81.72519083969466,238.03053435114504,-298.62595419847327
53052,-0.21875,-1.623046875,-4.115234375,-87.93893129770993,225.58778625954199,-154.85496183206106
53075,0.9931640625,-3.0673828125,-4.23046875,-105.52671755725191,327.89312977099235,-132.6259541984733
53099,2.228515625,-3.779296875,-2.634765625,-76.51908396946565,414.62595419847327,-363.6641221374046
53122,2.0732421875,-1.4150390625,-1.212890625,-78.51908396946565,460.5496183206107,-500.2748091603053
53145,0.7626953125,-0.037109375,-0.0810546875,-169.5267175572519,410.0610687022901,-500.2748091603053
53168,0.2939453125,1.541015625,1.685546875,-99.78625954198473,324.12213740458014,-500.2748091603053
53192,-1.3271484375,3.9697265625,2.6005859375,-70.70229007633588,-75.17557251908397,-500.2748091603053
53215,-6.173828125,7.999755859375,0.4873046875,321.48091603053433,-500.2748091603053,-500.2748091603053
53238,-8.0,7.999755859375,-5.029296875,350.6106870229008,-500.2748091603053,-500.2748091603053
53261,-8.0,7.999755859375,-8.0,291.40458015267177,-500.2748091603053,-383.0381679389313
53284,-8.0,7.999755859375,-8.0,62.93129770992366,-500.2748091603053,190.33587786259542
53307,-7.3818359375,7.999755859375,-8.0,-90.8854961832061,334.0763358778626,500.25954198473283
