accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-3,0,0,219,-127,163,-1,-1,-1
-3,0,0,219,-127,163,-1,-1,-1
-5,6,0,218,-596,-771,-1,-1,-1
-3,0,0,220,-127,163,-1,-1,-1
-3,0,0,220,-127,163,-1,-1,-1
1,-1,1,737,834,-358,-1,-1,-1
-3,0,0,220,-127,163,-1,-1,-1
