timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
497202,0.19140625,0.107421875,1.078125,0.9007633587786259,0.3511450381679389,-0.183206106870229
497405,0.2080078125,0.125,1.095703125,-0.48854961832061067,0.061068702290076333,-0.24427480916030533
497609,0.19921875,0.12890625,1.1298828125,0.549618320610687,0.15267175572519084,0.8549618320610687
497812,0.1845703125,0.1484375,1.123046875,-0.8549618320610687,-0.8091603053435115,0.030534351145038167
498016,0.177734375,0.14453125,1.1123046875,0.2900763358778626,0.21374045801526717,-0.8854961832061069
498219,0.2099609375,0.134765625,1.0869140625,-0.07633587786259542,0.2748091603053435,0.5038167938931297
498423,0.2109375,0.1337890625,1.08984375,-0.3511450381679389,0.4732824427480916,-0.0916030534351145
498627,0.1875,0.1513671875,1.1201171875,1.9389312977099236,1.5419847328244274,0.732824427480916
498830,1.3544921875,1.779296875,0.0947265625,75.70992366412214,27.389312977099237,131.55725190839695
499034,-1.5380859375,-0.5126953125,-0.9296875,7.297709923664122,200.65648854961833,124.42748091603053
499237,-8.0,1.3212890625,-0.5205078125,287.55725190839695,-500.2748091603053,102.90076335877863
499441,-2.0126953125,-1.7685546875,-8.0,-137.95419847328245,-102.50381679389314,-146.93129770992365
499645,-1.5712890625,2.4951171875,-3.48046875,-304.2442748091603,500.25954198473283,-223.12977099236642
499849,-8.0,2.07421875,1.072265625,302.6564885496183,-500.2748091603053,-38.35114503816794
500053,0.8935546875,2.2783203125,-3.4990234375,167.7709923664122,500.25954198473283,500.25954198473283
500257,-5.166015625,-6.2529296875,3.7392578125,281.1145038167939,-398.01526717557255,329.37404580152673
500461,-8.0,4.4892578125,-1.4423828125,118.12213740458016,-6.3816793893129775,-500.2748091603053
500664,-5.8466796875,1.2138671875,-1.2578125,-199.25190839694656,91.23664122137404,500.25954198473283
500868,-5.2421875,-8.0,1.638671875,-60.61068702290076,3.8931297709923665,249.72519083969465
501071,-4.294921875,2.779296875,0.7607421875,16.778625954198475,500.25954198473283,-500.2748091603053
501275,-4.7001953125,-1.783203125,1.5810546875,-174.13740458015266,-500.2748091603053,126.76335877862596
501479,-3.4443359375,0.0126953125,-8.0,-316.44274809160305,-500.2748091603053,-69.52671755725191
501682,-8.0,0.3876953125,-0.1328125,-47.31297709923664,500.25954198473283,-177.3740458015267
501886,-6.6572265625,0.7802734375,1.146484375,123.22137404580153,-500.2748091603053,-15.038167938931299
502089,-3.662109375,-1.55859375,-8.0,-79.77099236641222,-500.2748091603053,162.3206106870229
502293,-8.0,-0.744140625,-2.5419921875,-48.412213740458014,500.25954198473283,155.6946564885496
502496,-8.0,-0.3115234375,-1.5478515625,220.61068702290078,-500.2748091603053,286.25954198473283
502700,-1.8583984375,-1.1318359375,-8.0,-28.732824427480917,-500.2748091603053,-34.62595419847328
502903,-5.44140625,0.7275390625,-2.12109375,201.23664122137404,500.25954198473283,-437.60305343511453
503107,-5.537109375,1.560546875,0.525390625,92.0,-328.58015267175574,500.25954198473283
503310,-1.7724609375,4.314453125,-1.9501953125,500.25954198473283,500.25954198473283,500.25954198473283
503514,-5.83984375,-8.0,-7.5078125,-500.2748091603053,-500.2748091603053,300.8396946564886
503717,-1.3193359375,-2.6455078125,-7.14453125,-500.2748091603053,13.694656488549619,500.25954198473283
503921,-4.978515625,-3.119140625,6.142578125,500.25954198473283,-42.88549618320611,-187.66412213740458
504125,-1.271484375,0.5048828125,1.1416015625,500.25954198473283,-500.2748091603053,500.25954198473283
504328,-6.6533203125,-5.01171875,-8.0,-500.2748091603053,33.17557251908397,-500.2748091603053
504532,-3.0458984375,-1.095703125,-8.0,-500.2748091603053,-71.77099236641222,500.25954198473283
504735,-8.0,-5.4375,5.349609375,500.25954198473283,500.25954198473283,-184.5801526717557
504939,-8.0,-3.5771484375,2.978515625,294.58015267175574,-500.2748091603053,500.25954198473283
505142,-5.6123046875,-4.3310546875,-8.0,-420.62595419847327,89.66412213740458,-396.21374045801525
