accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
-3,0,0,191,-113,178,-1,-1,-1
-3,0,0,191,-112,178,-1,-1,-1
-5,5,1,191,72,-187,-1,-1,-1
-3,0,0,191,-112,178,-1,-1,-1
-3,0,0,191,-112,178,-1,-1,-1
-3,0,0,191,-112,178,-1,-1,-1
0,-1,1,191,-112,178,-1,-1,-1
-3,0,0,191,-112,178,-1,-1,-1
-3,0,0,191,-112,178,-1,-1,-1
3,6,-6,194,173,267,-1,-1,-1
