timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
154189,0.06640625,-0.109375,1.1103515625,0.030534351145038167,0.16793893129770993,0.10687022900763359
154392,0.0498046875,-0.0791015625,1.0908203125,-0.1984732824427481,-0.1984732824427481,0.015267175572519083
154596,0.0380859375,-0.0859375,1.1015625,-0.33587786259541985,0.015267175572519083,-0.030534351145038167
154799,0.0478515625,-0.0673828125,1.1376953125,0.1984732824427481,0.22900763358778625,0.366412213740458
155003,0.0419921875,-0.064453125,1.134765625,0.2595419847328244,0.42748091603053434,0.2595419847328244
155206,0.0537109375,-0.072265625,1.1484375,-0.48854961832061067,0.24427480916030533,-0.5343511450381679
155410,0.0849609375,-0.1083984375,1.1015625,0.030534351145038167,0.6870229007633588,0.1984732824427481
155614,0.041015625,-0.0869140625,1.0927734375,0.5038167938931297,0.732824427480916,0.5343511450381679
155817,0.5029296875,-0.279296875,1.099609375,22.83969465648855,-3.0839694656488548,27.755725190839694
156021,-2.3017578125,-1.935546875,0.5869140625,-110.62595419847328,49.29770992366412,161.23664122137404
156224,-2.4453125,-1.759765625,0.4677734375,391.87786259541986,-500.2748091603053,-331.19083969465646
156428,-1.3642578125,0.609375,-1.5166015625,241.9236641221374,-500.2748091603053,-114.9618320610687
156631,0.9306640625,3.0048828125,-7.4521484375,-156.59541984732823,451.0534351145038,78.10687022900764
156835,-6.5634765625,-2.927734375,-0.6240234375,362.85496183206106,500.25954198473283,221.14503816793894
157038,-3.26171875,-1.2001953125,-2.0810546875,260.5648854961832,-500.2748091603053,-500.2748091603053
157242,-5.7890625,-1.369140625,-0.24609375,-276.48854961832063,-425.60305343511453,500.25954198473283
157445,-2.287109375,-8.0,1.5546875,180.44274809160305,-207.64885496183206,161.78625954198472
157649,-8.0,6.1279296875,1.3310546875,95.3587786259542,72.87022900763358,-500.2748091603053
157853,-2.625,-1.80859375,-0.248046875,-143.40458015267177,-500.2748091603053,500.25954198473283
158056,-4.15234375,-8.0,1.6162109375,149.87786259541986,146.90076335877862,-500.2748091603053
158260,-6.416015625,7.999755859375,4.673828125,-32.85496183206107,63.81679389312977,-500.2748091603053
